,tfidf
작업,0.01654809904039604
집중,0.01654809904039604
최근,0.01646841317021757
이동,0.016441851213491412
서로,0.016441851213491412
자리,0.016282479473134468
리더,0.016202793602955994
그룹,0.016123107732777524
회의,0.016123107732777524
대표,0.016016859905872895
아주,0.016016859905872895
장기,0.015990297949146737
현재,0.015804364252063635
직문,0.01575124033861132
전반,0.015724678381885165
책임,0.015724678381885165
결정,0.015618430554980535
팀바팀,0.015565306641528219
목표,0.015512182728075904
시도,0.015485620771349747
칼퇴,0.01535281098771896
회식,0.01524656316081433
식당,0.015220001204088174
카페,0.015220001204088174
유지,0.015193439247362016
보지,0.014821571853195813
인상,0.014795009896469655
수당,0.014768447939743497
처리,0.014662200112838869
혁신,0.01463563815611271
해결,0.014582514242660397
관계,0.014502828372481924
고민,0.01444970445902961
직무,0.014423142502303452
재택근무,0.01434345663212498
시장,0.014157522935041878
매출,0.014077837064863406
상황,0.013998151194684933
상대,0.013998151194684933
센티,0.01394502728123262
항상,0.01394502728123262
모습,0.013891903367780305
복장,0.013891903367780305
처우,0.01373253162742336
도전,0.01373253162742336
라면,0.013705969670697203
종업,0.013679407713971047
외부,0.013652845757244889
전환,0.01362628380051873
꼰대,0.013546597930340258
해외,0.013493474016887944
좀더,0.013493474016887944
복리,0.013387226189983314
서울,0.013360664233257158
진짜,0.013254416406352528
정책,0.01322785444962637
존중,0.013174730536174056
추진,0.013095044665995583
주변,0.013068482709269425
제시,0.01293567292563864
후생,0.012882549012186325
방향성,0.012882549012186325
관심,0.012855987055460167
일만,0.012776301185281695
할인,0.012749739228555539
관련,0.012696615315103223
실제,0.012670053358377066
주말,0.012563805531472436
도움,0.012510681618020122
의지,0.012484119661293964
로서,0.012404433791115492
위주,0.012298185964210862
지속,0.012298185964210862
포인트,0.012245062050758548
기존,0.012165376180580076
기준,0.012138814223853918
케바케,0.012112252267127761
바이,0.012112252267127761
제발,0.012006004440223131
가끔,0.011979442483496973
바람,0.011979442483496973
관리자,0.011979442483496973
열사,0.011979442483496973
한번,0.011926318570044659
방식,0.011873194656592345
특성,0.011846632699866187
이유,0.011766946829687715
노조,0.011766946829687715
적임,0.011687260959509243
본사,0.011581013132604614
대한민국,0.011554451175878456
라인,0.011501327262426142
강요,0.011448203348973826
구내식당,0.01142164139224767
욕심,0.011395079435521512
무난,0.011368517478795354
점심,0.011341955522069198
나이,0.011262269651890726
전혀,0.01120914573843841
전문성,0.011049773998081465
여러,0.011023212041355309
업체,0.010996650084629151
건물,0.010970088127902993
이름,0.010890402257724523
임밸류,0.010731030517367578
중심,0.010624782690462948
통해,0.010518534863558318
버스,0.010438848993379846
파견,0.010359163123201374
수도,0.01030603920974906
마음,0.010279477253022902
스타트업,0.010279477253022902
단순,0.010252915296296745
상위,0.010252915296296745
차별,0.010226353339570587
생산,0.010226353339570587
사무실,0.01019979138284443
이해,0.01019979138284443
더욱,0.010066981599213643
인지도,0.009960733772309013
마련,0.009960733772309013
제품,0.009881047902130543
시작,0.009774800075225912
보너스,0.009748238118499754
사옥,0.009668552248321282
여러가지,0.009668552248321282
세계,0.009668552248321282
열정,0.009615428334868968
이제,0.00958886637814281
임금,0.00958886637814281
반복,0.009456056594512024
공유,0.009429494637785866
이기,0.009429494637785866
예전,0.009349808767607394
부족,0.009323246810881237
쿠팡,0.00929668485415508
선택,0.00929668485415508
조직개편,0.009243560940702765
스스로,0.009243560940702765
식사,0.009163875070524293
한계,0.009163875070524293
이용,0.009163875070524293
가족,0.009084189200345821
중간,0.009031065286893505
기획,0.009004503330167349
편임,0.00897794137344119
요즘,0.008898255503262719
역시,0.008845131589810405
저녁,0.00879200767635809
지급,0.00879200767635809
이야기,0.00879200767635809
인정,0.008765445719631932
다운,0.008738883762905774
제일,0.008738883762905774
여성,0.008712321806179618
전략,0.008659197892727302
변경,0.008606073979274988
현실,0.008526388109096516
계열,0.008526388109096516
진급,0.008499826152370358
디자인,0.008473264195644202
이익,0.008367016368739572
만족,0.008367016368739572
평균,0.0082873304985611
아침,0.008207644628382627
도입,0.00818108267165647
과금,0.008154520714930313
주의,0.008154520714930313
공무원,0.008074834844751841
반도체,0.008074834844751841
배려,0.008074834844751841
외국인,0.008048272888025683
개인주의,0.008048272888025683
추구,0.008021710931299527
활용,0.008021710931299527
승률,0.008021710931299527
상승,0.008021710931299527
대체로,0.007995148974573369
처음,0.00796858701784721
끼리,0.007942025061121055
자기계발,0.007942025061121055
정체,0.007942025061121055
보고서,0.007915463104394897
마케팅,0.007888901147668739
커뮤니케이션,0.007862339190942582
경직,0.007862339190942582
협업,0.007835777234216424
산업,0.007782653320764109
근무시간,0.007729529407311795
체적,0.007702967450585637
현장,0.00767640549385948
경향,0.007649843537133323
걱정,0.007623281580407165
절대,0.007570157666954851
일부,0.007517033753502536
하루,0.007490471796776379
신입사원,0.007437347883324064
기반,0.0074107859265979065
문서,0.0074107859265979065
경쟁력,0.0073842239698717485
정신,0.0073576620131455914
기간,0.007331100056419434
재택,0.007331100056419434
균형,0.007304538099693277
비용,0.007277976142967119
발생,0.007251414186240962
보람,0.007198290272788647
과장,0.007198290272788647
진의,0.007198290272788647
이후,0.007198290272788647
디자이너,0.00717172831606249
편차,0.00717172831606249
제조업,0.007145166359336333
뭔가,0.007145166359336333
반영,0.007038918532431703
위기,0.007038918532431703
무료,0.007012356575705546
준비,0.007012356575705546
자기개발,0.007012356575705546
코로나,0.006985794618979389
민원,0.006985794618979389
매년,0.006985794618979389
대리,0.0068795467920747585
정년,0.006826422878622444
식대,0.006799860921896287
수익,0.006799860921896287
우리나라,0.006746737008443972
부담,0.006746737008443972
터치,0.006746737008443972
보안,0.006746737008443972
배치,0.006746737008443972
공기업,0.006720175051717815
외국,0.006720175051717815
무조건,0.006693613094991657
전이,0.006693613094991657
입장,0.0066670511382655
분배,0.006613927224813185
아래,0.006534241354634713
사항,0.0064811174411823986
기대,0.006401431571003926
아쉬움,0.006401431571003926
엔지니어,0.006401431571003926
식품,0.006401431571003926
중소기업,0.006374869614277769
지시,0.006348307657551611
인프라,0.006348307657551611
인간,0.006348307657551611
보기,0.006321745700825454
기적,0.006321745700825454
일도,0.006268621787373139
일정,0.006268621787373139
지향,0.006242059830646982
고용,0.006215497873920825
작성,0.006215497873920825
연령,0.006215497873920825
목소리,0.006215497873920825
만족도,0.006188935917194667
향상,0.006188935917194667
엘지,0.006188935917194667
보이지,0.006188935917194667
얘기,0.006135812003742353
수가,0.006135812003742353
매일,0.006109250047016195
도서,0.006056126133563881
지역,0.006029564176837723
제외,0.006029564176837723
브랜드,0.006003002220111566
유연근무제,0.0059764402633854085
의문,0.0059764402633854085
과정,0.0059498783066592505
부족함,0.005843630479754621
출신,0.005843630479754621
타이틀,0.005817068523028464
대가,0.005817068523028464
편입,0.005817068523028464
구축,0.005763944609576149
최대,0.005737382652849992
고과,0.005737382652849992
판단,0.005710820696123835
정리,0.005710820696123835
속도,0.005684258739397677
여유,0.005684258739397677
인식,0.005684258739397677
초봉,0.005631134825945363
통근,0.005631134825945363
직접,0.005551448955766891
실질,0.005524886999040733
일과,0.005524886999040733
고려,0.005524886999040733
일해,0.005524886999040733
주먹구구,0.005524886999040733
일반,0.0054983250423145755
개개인,0.0054717630855884184
소모품,0.0054717630855884184
기억,0.005445201128862261
무시,0.005418639172136103
공장,0.005418639172136103
아르바이트,0.005392077215409946
육아휴직,0.005365515258683789
사이,0.005365515258683789
빡세,0.005338953301957631
고생,0.005312391345231474
출장,0.005312391345231474
헬스장,0.005285829388505317
요구,0.005259267431779159
특정,0.005259267431779159
종종,0.00515301960487453
명절,0.005073333734696058
적응,0.0050467717779699005
당시,0.0049936478645175855
간의,0.0049936478645175855
공부,0.004913961994339113
기숙사,0.004887400037612956
포함,0.004834276124160641
최악,0.004834276124160641
적용,0.004834276124160641
정시,0.004807714167434484
특근,0.004781152210708327
거리,0.004754590253982169
자동차,0.004674904383803697
보통,0.004595218513625225
부품,0.004595218513625225
굳이,0.004382722859815966
센터,0.004276475032911337
상여금,0.004276475032911337
기계,0.004249913076185179
형태,0.004249913076185179
디스플레이,0.0038249217685666615
정직,0.003506178287852773
교대,0.0031343108936865696
알바,0.0026827576293418946
교대근무,0.0024171380620803206
